request_id,case_id,field_needed,reason,priority,status
619,89,event_time_or_time_window,"Needed for ADS-B, satellite passes, Venus/Moon altitude, and military activity checks.",5,open
617,89,exact_event_date,"Current date precision is missing; needed for astronomy/ADS-B/weather.",5,open
618,89,narrow_event_location_or_coordinates,"Current location precision is broad_region; needed for ADS-B/satellite/weather.",5,open
620,89,sensor_geometry_fov_platform_pose,"Needed for photogrammetry and angular velocity.",5,open
623,90,event_time_or_time_window,"Needed for ADS-B, satellite passes, Venus/Moon altitude, and military activity checks.",5,open
621,90,exact_event_date,"Current date precision is missing; needed for astronomy/ADS-B/weather.",5,open
622,90,narrow_event_location_or_coordinates,"Current location precision is broad_region; needed for ADS-B/satellite/weather.",5,open
624,90,sensor_geometry_fov_platform_pose,"Needed for photogrammetry and angular velocity.",5,open
626,91,event_time_or_time_window,"Needed for ADS-B, satellite passes, Venus/Moon altitude, and military activity checks.",5,open
625,91,exact_event_date,"Current date precision is missing; needed for astronomy/ADS-B/weather.",5,open
627,91,sensor_geometry_fov_platform_pose,"Needed for photogrammetry and angular velocity.",5,open
629,92,event_time_or_time_window,"Needed for ADS-B, satellite passes, Venus/Moon altitude, and military activity checks.",5,open
628,92,exact_event_date,"Current date precision is missing; needed for astronomy/ADS-B/weather.",5,open
630,92,sensor_geometry_fov_platform_pose,"Needed for photogrammetry and angular velocity.",5,open
633,93,event_time_or_time_window,"Needed for ADS-B, satellite passes, Venus/Moon altitude, and military activity checks.",5,open
631,93,exact_event_date,"Current date precision is missing; needed for astronomy/ADS-B/weather.",5,open
632,93,narrow_event_location_or_coordinates,"Current location precision is broad_region; needed for ADS-B/satellite/weather.",5,open
634,93,sensor_geometry_fov_platform_pose,"Needed for photogrammetry and angular velocity.",5,open
637,94,event_time_or_time_window,"Needed for ADS-B, satellite passes, Venus/Moon altitude, and military activity checks.",5,open
635,94,exact_event_date,"Current date precision is missing; needed for astronomy/ADS-B/weather.",5,open
636,94,narrow_event_location_or_coordinates,"Current location precision is broad_region; needed for ADS-B/satellite/weather.",5,open
638,94,sensor_geometry_fov_platform_pose,"Needed for photogrammetry and angular velocity.",5,open
641,95,event_time_or_time_window,"Needed for ADS-B, satellite passes, Venus/Moon altitude, and military activity checks.",5,open
639,95,exact_event_date,"Current date precision is missing; needed for astronomy/ADS-B/weather.",5,open
640,95,narrow_event_location_or_coordinates,"Current location precision is broad_region; needed for ADS-B/satellite/weather.",5,open
642,95,sensor_geometry_fov_platform_pose,"Needed for photogrammetry and angular velocity.",5,open
645,96,event_time_or_time_window,"Needed for ADS-B, satellite passes, Venus/Moon altitude, and military activity checks.",5,open
643,96,exact_event_date,"Current date precision is missing; needed for astronomy/ADS-B/weather.",5,open
644,96,narrow_event_location_or_coordinates,"Current location precision is broad_region; needed for ADS-B/satellite/weather.",5,open
646,96,sensor_geometry_fov_platform_pose,"Needed for photogrammetry and angular velocity.",5,open
649,97,event_time_or_time_window,"Needed for ADS-B, satellite passes, Venus/Moon altitude, and military activity checks.",5,open
647,97,exact_event_date,"Current date precision is missing; needed for astronomy/ADS-B/weather.",5,open
648,97,narrow_event_location_or_coordinates,"Current location precision is broad_region; needed for ADS-B/satellite/weather.",5,open
650,97,sensor_geometry_fov_platform_pose,"Needed for photogrammetry and angular velocity.",5,open
653,98,event_time_or_time_window,"Needed for ADS-B, satellite passes, Venus/Moon altitude, and military activity checks.",5,open
651,98,exact_event_date,"Current date precision is missing; needed for astronomy/ADS-B/weather.",5,open
652,98,narrow_event_location_or_coordinates,"Current location precision is broad_region; needed for ADS-B/satellite/weather.",5,open
654,98,sensor_geometry_fov_platform_pose,"Needed for photogrammetry and angular velocity.",5,open
657,99,event_time_or_time_window,"Needed for ADS-B, satellite passes, Venus/Moon altitude, and military activity checks.",5,open
655,99,exact_event_date,"Current date precision is missing; needed for astronomy/ADS-B/weather.",5,open
656,99,narrow_event_location_or_coordinates,"Current location precision is broad_region; needed for ADS-B/satellite/weather.",5,open
658,99,sensor_geometry_fov_platform_pose,"Needed for photogrammetry and angular velocity.",5,open
660,100,event_time_or_time_window,"Needed for ADS-B, satellite passes, Venus/Moon altitude, and military activity checks.",5,open
659,100,exact_event_date,"Current date precision is missing; needed for astronomy/ADS-B/weather.",5,open
661,100,sensor_geometry_fov_platform_pose,"Needed for photogrammetry and angular velocity.",5,open
664,101,event_time_or_time_window,"Needed for ADS-B, satellite passes, Venus/Moon altitude, and military activity checks.",5,open
662,101,exact_event_date,"Current date precision is missing; needed for astronomy/ADS-B/weather.",5,open
663,101,narrow_event_location_or_coordinates,"Current location precision is broad_region; needed for ADS-B/satellite/weather.",5,open
665,101,sensor_geometry_fov_platform_pose,"Needed for photogrammetry and angular velocity.",5,open
667,102,event_time_or_time_window,"Needed for ADS-B, satellite passes, Venus/Moon altitude, and military activity checks.",5,open
666,102,exact_event_date,"Current date precision is missing; needed for astronomy/ADS-B/weather.",5,open
668,102,sensor_geometry_fov_platform_pose,"Needed for photogrammetry and angular velocity.",5,open
670,103,event_time_or_time_window,"Needed for ADS-B, satellite passes, Venus/Moon altitude, and military activity checks.",5,open
669,103,exact_event_date,"Current date precision is missing; needed for astronomy/ADS-B/weather.",5,open
671,103,sensor_geometry_fov_platform_pose,"Needed for photogrammetry and angular velocity.",5,open
673,104,event_time_or_time_window,"Needed for ADS-B, satellite passes, Venus/Moon altitude, and military activity checks.",5,open
672,104,exact_event_date,"Current date precision is missing; needed for astronomy/ADS-B/weather.",5,open
674,104,sensor_geometry_fov_platform_pose,"Needed for photogrammetry and angular velocity.",5,open
676,105,event_time_or_time_window,"Needed for ADS-B, satellite passes, Venus/Moon altitude, and military activity checks.",5,open
675,105,exact_event_date,"Current date precision is missing; needed for astronomy/ADS-B/weather.",5,open
677,105,sensor_geometry_fov_platform_pose,"Needed for photogrammetry and angular velocity.",5,open
679,106,event_time_or_time_window,"Needed for ADS-B, satellite passes, Venus/Moon altitude, and military activity checks.",5,open
678,106,exact_event_date,"Current date precision is missing; needed for astronomy/ADS-B/weather.",5,open
680,106,sensor_geometry_fov_platform_pose,"Needed for photogrammetry and angular velocity.",5,open
681,107,exact_event_date,"Current date precision is vague_period; needed for astronomy/ADS-B/weather.",5,open
682,107,narrow_event_location_or_coordinates,"Current location precision is missing; needed for ADS-B/satellite/weather.",5,open
683,107,original_unannotated_archival_image,"Needed to test dust, film grain, reseau marks, scan artifacts, and annotation effects.",5,open
684,108,exact_event_date,"Current date precision is vague_period; needed for astronomy/ADS-B/weather.",5,open
685,108,narrow_event_location_or_coordinates,"Current location precision is missing; needed for ADS-B/satellite/weather.",5,open
686,108,original_unannotated_archival_image,"Needed to test dust, film grain, reseau marks, scan artifacts, and annotation effects.",5,open
687,109,exact_event_date,"Current date precision is vague_period; needed for astronomy/ADS-B/weather.",5,open
688,109,narrow_event_location_or_coordinates,"Current location precision is missing; needed for ADS-B/satellite/weather.",5,open
689,109,original_unannotated_archival_image,"Needed to test dust, film grain, reseau marks, scan artifacts, and annotation effects.",5,open
690,110,exact_event_date,"Current date precision is vague_period; needed for astronomy/ADS-B/weather.",5,open
691,110,narrow_event_location_or_coordinates,"Current location precision is missing; needed for ADS-B/satellite/weather.",5,open
692,110,original_unannotated_archival_image,"Needed to test dust, film grain, reseau marks, scan artifacts, and annotation effects.",5,open
693,111,exact_event_date,"Current date precision is vague_period; needed for astronomy/ADS-B/weather.",5,open
694,111,narrow_event_location_or_coordinates,"Current location precision is missing; needed for ADS-B/satellite/weather.",5,open
695,111,original_unannotated_archival_image,"Needed to test dust, film grain, reseau marks, scan artifacts, and annotation effects.",5,open
696,112,exact_event_date,"Current date precision is vague_period; needed for astronomy/ADS-B/weather.",5,open
697,112,narrow_event_location_or_coordinates,"Current location precision is missing; needed for ADS-B/satellite/weather.",5,open
698,112,original_unannotated_archival_image,"Needed to test dust, film grain, reseau marks, scan artifacts, and annotation effects.",5,open
699,113,exact_event_date,"Current date precision is vague_period; needed for astronomy/ADS-B/weather.",5,open
700,113,narrow_event_location_or_coordinates,"Current location precision is missing; needed for ADS-B/satellite/weather.",5,open
701,113,original_unannotated_archival_image,"Needed to test dust, film grain, reseau marks, scan artifacts, and annotation effects.",5,open
702,114,exact_event_date,"Current date precision is vague_period; needed for astronomy/ADS-B/weather.",5,open
703,114,narrow_event_location_or_coordinates,"Current location precision is missing; needed for ADS-B/satellite/weather.",5,open
704,114,original_unannotated_archival_image,"Needed to test dust, film grain, reseau marks, scan artifacts, and annotation effects.",5,open
707,115,event_time_or_time_window,"Needed for ADS-B, satellite passes, Venus/Moon altitude, and military activity checks.",5,open
705,115,exact_event_date,"Current date precision is vague_period; needed for astronomy/ADS-B/weather.",5,open
706,115,narrow_event_location_or_coordinates,"Current location precision is broad_region; needed for ADS-B/satellite/weather.",5,open
710,116,event_time_or_time_window,"Needed for ADS-B, satellite passes, Venus/Moon altitude, and military activity checks.",5,open
708,116,exact_event_date,"Current date precision is vague_period; needed for astronomy/ADS-B/weather.",5,open
709,116,narrow_event_location_or_coordinates,"Current location precision is broad_region; needed for ADS-B/satellite/weather.",5,open
713,117,event_time_or_time_window,"Needed for ADS-B, satellite passes, Venus/Moon altitude, and military activity checks.",5,open
711,117,exact_event_date,"Current date precision is vague_period; needed for astronomy/ADS-B/weather.",5,open
712,117,narrow_event_location_or_coordinates,"Current location precision is broad_region; needed for ADS-B/satellite/weather.",5,open
716,118,event_time_or_time_window,"Needed for ADS-B, satellite passes, Venus/Moon altitude, and military activity checks.",5,open
714,118,exact_event_date,"Current date precision is vague_period; needed for astronomy/ADS-B/weather.",5,open
715,118,narrow_event_location_or_coordinates,"Current location precision is broad_region; needed for ADS-B/satellite/weather.",5,open
719,119,event_time_or_time_window,"Needed for ADS-B, satellite passes, Venus/Moon altitude, and military activity checks.",5,open
717,119,exact_event_date,"Current date precision is vague_period; needed for astronomy/ADS-B/weather.",5,open
718,119,narrow_event_location_or_coordinates,"Current location precision is broad_region; needed for ADS-B/satellite/weather.",5,open
722,120,event_time_or_time_window,"Needed for ADS-B, satellite passes, Venus/Moon altitude, and military activity checks.",5,open
720,120,exact_event_date,"Current date precision is vague_period; needed for astronomy/ADS-B/weather.",5,open
721,120,narrow_event_location_or_coordinates,"Current location precision is broad_region; needed for ADS-B/satellite/weather.",5,open
725,121,event_time_or_time_window,"Needed for ADS-B, satellite passes, Venus/Moon altitude, and military activity checks.",5,open
723,121,exact_event_date,"Current date precision is vague_period; needed for astronomy/ADS-B/weather.",5,open
724,121,narrow_event_location_or_coordinates,"Current location precision is broad_region; needed for ADS-B/satellite/weather.",5,open
728,122,event_time_or_time_window,"Needed for ADS-B, satellite passes, Venus/Moon altitude, and military activity checks.",5,open
726,122,exact_event_date,"Current date precision is vague_period; needed for astronomy/ADS-B/weather.",5,open
727,122,narrow_event_location_or_coordinates,"Current location precision is broad_region; needed for ADS-B/satellite/weather.",5,open
731,123,event_time_or_time_window,"Needed for ADS-B, satellite passes, Venus/Moon altitude, and military activity checks.",5,open
729,123,exact_event_date,"Current date precision is vague_period; needed for astronomy/ADS-B/weather.",5,open
730,123,narrow_event_location_or_coordinates,"Current location precision is broad_region; needed for ADS-B/satellite/weather.",5,open
734,124,event_time_or_time_window,"Needed for ADS-B, satellite passes, Venus/Moon altitude, and military activity checks.",5,open
732,124,exact_event_date,"Current date precision is vague_period; needed for astronomy/ADS-B/weather.",5,open
733,124,narrow_event_location_or_coordinates,"Current location precision is broad_region; needed for ADS-B/satellite/weather.",5,open
737,125,event_time_or_time_window,"Needed for ADS-B, satellite passes, Venus/Moon altitude, and military activity checks.",5,open
735,125,exact_event_date,"Current date precision is vague_period; needed for astronomy/ADS-B/weather.",5,open
736,125,narrow_event_location_or_coordinates,"Current location precision is broad_region; needed for ADS-B/satellite/weather.",5,open
740,126,event_time_or_time_window,"Needed for ADS-B, satellite passes, Venus/Moon altitude, and military activity checks.",5,open
738,126,exact_event_date,"Current date precision is vague_period; needed for astronomy/ADS-B/weather.",5,open
739,126,narrow_event_location_or_coordinates,"Current location precision is broad_region; needed for ADS-B/satellite/weather.",5,open
743,127,event_time_or_time_window,"Needed for ADS-B, satellite passes, Venus/Moon altitude, and military activity checks.",5,open
741,127,exact_event_date,"Current date precision is vague_period; needed for astronomy/ADS-B/weather.",5,open
742,127,narrow_event_location_or_coordinates,"Current location precision is broad_region; needed for ADS-B/satellite/weather.",5,open
746,128,event_time_or_time_window,"Needed for ADS-B, satellite passes, Venus/Moon altitude, and military activity checks.",5,open
744,128,exact_event_date,"Current date precision is vague_period; needed for astronomy/ADS-B/weather.",5,open
745,128,narrow_event_location_or_coordinates,"Current location precision is broad_region; needed for ADS-B/satellite/weather.",5,open
749,129,event_time_or_time_window,"Needed for ADS-B, satellite passes, Venus/Moon altitude, and military activity checks.",5,open
747,129,exact_event_date,"Current date precision is vague_period; needed for astronomy/ADS-B/weather.",5,open
748,129,narrow_event_location_or_coordinates,"Current location precision is broad_region; needed for ADS-B/satellite/weather.",5,open
752,130,event_time_or_time_window,"Needed for ADS-B, satellite passes, Venus/Moon altitude, and military activity checks.",5,open
750,130,exact_event_date,"Current date precision is vague_period; needed for astronomy/ADS-B/weather.",5,open
751,130,narrow_event_location_or_coordinates,"Current location precision is broad_region; needed for ADS-B/satellite/weather.",5,open
755,131,event_time_or_time_window,"Needed for ADS-B, satellite passes, Venus/Moon altitude, and military activity checks.",5,open
753,131,exact_event_date,"Current date precision is vague_period; needed for astronomy/ADS-B/weather.",5,open
754,131,narrow_event_location_or_coordinates,"Current location precision is broad_region; needed for ADS-B/satellite/weather.",5,open
758,132,event_time_or_time_window,"Needed for ADS-B, satellite passes, Venus/Moon altitude, and military activity checks.",5,open
756,132,exact_event_date,"Current date precision is vague_period; needed for astronomy/ADS-B/weather.",5,open
757,132,narrow_event_location_or_coordinates,"Current location precision is broad_region; needed for ADS-B/satellite/weather.",5,open
761,133,event_time_or_time_window,"Needed for ADS-B, satellite passes, Venus/Moon altitude, and military activity checks.",5,open
759,133,exact_event_date,"Current date precision is vague_period; needed for astronomy/ADS-B/weather.",5,open
760,133,narrow_event_location_or_coordinates,"Current location precision is broad_region; needed for ADS-B/satellite/weather.",5,open
764,134,event_time_or_time_window,"Needed for ADS-B, satellite passes, Venus/Moon altitude, and military activity checks.",5,open
762,134,exact_event_date,"Current date precision is vague_period; needed for astronomy/ADS-B/weather.",5,open
763,134,narrow_event_location_or_coordinates,"Current location precision is broad_region; needed for ADS-B/satellite/weather.",5,open
767,135,event_time_or_time_window,"Needed for ADS-B, satellite passes, Venus/Moon altitude, and military activity checks.",5,open
765,135,exact_event_date,"Current date precision is vague_period; needed for astronomy/ADS-B/weather.",5,open
766,135,narrow_event_location_or_coordinates,"Current location precision is broad_region; needed for ADS-B/satellite/weather.",5,open
770,136,event_time_or_time_window,"Needed for ADS-B, satellite passes, Venus/Moon altitude, and military activity checks.",5,open
768,136,exact_event_date,"Current date precision is vague_period; needed for astronomy/ADS-B/weather.",5,open
769,136,narrow_event_location_or_coordinates,"Current location precision is broad_region; needed for ADS-B/satellite/weather.",5,open
773,137,event_time_or_time_window,"Needed for ADS-B, satellite passes, Venus/Moon altitude, and military activity checks.",5,open
771,137,exact_event_date,"Current date precision is vague_period; needed for astronomy/ADS-B/weather.",5,open
772,137,narrow_event_location_or_coordinates,"Current location precision is broad_region; needed for ADS-B/satellite/weather.",5,open
776,138,event_time_or_time_window,"Needed for ADS-B, satellite passes, Venus/Moon altitude, and military activity checks.",5,open
774,138,exact_event_date,"Current date precision is vague_period; needed for astronomy/ADS-B/weather.",5,open
775,138,narrow_event_location_or_coordinates,"Current location precision is broad_region; needed for ADS-B/satellite/weather.",5,open
779,139,event_time_or_time_window,"Needed for ADS-B, satellite passes, Venus/Moon altitude, and military activity checks.",5,open
777,139,exact_event_date,"Current date precision is year; needed for astronomy/ADS-B/weather.",5,open
778,139,narrow_event_location_or_coordinates,"Current location precision is non_earth_or_space; needed for ADS-B/satellite/weather.",5,open
782,140,event_time_or_time_window,"Needed for ADS-B, satellite passes, Venus/Moon altitude, and military activity checks.",5,open
780,140,exact_event_date,"Current date precision is year; needed for astronomy/ADS-B/weather.",5,open
781,140,narrow_event_location_or_coordinates,"Current location precision is non_earth_or_space; needed for ADS-B/satellite/weather.",5,open
785,141,event_time_or_time_window,"Needed for ADS-B, satellite passes, Venus/Moon altitude, and military activity checks.",5,open
783,141,exact_event_date,"Current date precision is year; needed for astronomy/ADS-B/weather.",5,open
784,141,narrow_event_location_or_coordinates,"Current location precision is missing; needed for ADS-B/satellite/weather.",5,open
788,142,event_time_or_time_window,"Needed for ADS-B, satellite passes, Venus/Moon altitude, and military activity checks.",5,open
786,142,exact_event_date,"Current date precision is year; needed for astronomy/ADS-B/weather.",5,open
787,142,narrow_event_location_or_coordinates,"Current location precision is missing; needed for ADS-B/satellite/weather.",5,open
791,143,event_time_or_time_window,"Needed for ADS-B, satellite passes, Venus/Moon altitude, and military activity checks.",5,open
789,143,exact_event_date,"Current date precision is year; needed for astronomy/ADS-B/weather.",5,open
790,143,narrow_event_location_or_coordinates,"Current location precision is missing; needed for ADS-B/satellite/weather.",5,open
794,144,event_time_or_time_window,"Needed for ADS-B, satellite passes, Venus/Moon altitude, and military activity checks.",5,open
792,144,exact_event_date,"Current date precision is year; needed for astronomy/ADS-B/weather.",5,open
793,144,narrow_event_location_or_coordinates,"Current location precision is missing; needed for ADS-B/satellite/weather.",5,open
795,145,exact_event_date,"Current date precision is year; needed for astronomy/ADS-B/weather.",5,open
796,145,narrow_event_location_or_coordinates,"Current location precision is non_earth_or_space; needed for ADS-B/satellite/weather.",5,open
797,145,original_unannotated_archival_image,"Needed to test dust, film grain, reseau marks, scan artifacts, and annotation effects.",5,open
798,146,exact_event_date,"Current date precision is year; needed for astronomy/ADS-B/weather.",5,open
799,146,narrow_event_location_or_coordinates,"Current location precision is non_earth_or_space; needed for ADS-B/satellite/weather.",5,open
800,146,original_unannotated_archival_image,"Needed to test dust, film grain, reseau marks, scan artifacts, and annotation effects.",5,open
801,147,exact_event_date,"Current date precision is year; needed for astronomy/ADS-B/weather.",5,open
802,147,narrow_event_location_or_coordinates,"Current location precision is non_earth_or_space; needed for ADS-B/satellite/weather.",5,open
803,147,original_unannotated_archival_image,"Needed to test dust, film grain, reseau marks, scan artifacts, and annotation effects.",5,open
804,148,exact_event_date,"Current date precision is year; needed for astronomy/ADS-B/weather.",5,open
805,148,narrow_event_location_or_coordinates,"Current location precision is non_earth_or_space; needed for ADS-B/satellite/weather.",5,open
806,148,original_unannotated_archival_image,"Needed to test dust, film grain, reseau marks, scan artifacts, and annotation effects.",5,open
807,149,exact_event_date,"Current date precision is year; needed for astronomy/ADS-B/weather.",5,open
808,149,narrow_event_location_or_coordinates,"Current location precision is non_earth_or_space; needed for ADS-B/satellite/weather.",5,open
809,149,original_unannotated_archival_image,"Needed to test dust, film grain, reseau marks, scan artifacts, and annotation effects.",5,open
810,150,exact_event_date,"Current date precision is year; needed for astronomy/ADS-B/weather.",5,open
811,150,narrow_event_location_or_coordinates,"Current location precision is non_earth_or_space; needed for ADS-B/satellite/weather.",5,open
812,150,original_unannotated_archival_image,"Needed to test dust, film grain, reseau marks, scan artifacts, and annotation effects.",5,open
813,151,event_time_or_time_window,"Needed for ADS-B, satellite passes, Venus/Moon altitude, and military activity checks.",5,open
814,152,event_time_or_time_window,"Needed for ADS-B, satellite passes, Venus/Moon altitude, and military activity checks.",5,open
816,153,event_time_or_time_window,"Needed for ADS-B, satellite passes, Venus/Moon altitude, and military activity checks.",5,open
815,153,exact_event_date,"Current date precision is partial_or_range; needed for astronomy/ADS-B/weather.",5,open
817,154,event_time_or_time_window,"Needed for ADS-B, satellite passes, Venus/Moon altitude, and military activity checks.",5,open
818,155,event_time_or_time_window,"Needed for ADS-B, satellite passes, Venus/Moon altitude, and military activity checks.",5,open
822,157,event_time_or_time_window,"Needed for ADS-B, satellite passes, Venus/Moon altitude, and military activity checks.",5,open
821,157,narrow_event_location_or_coordinates,"Current location precision is broad_region; needed for ADS-B/satellite/weather.",5,open
824,158,event_time_or_time_window,"Needed for ADS-B, satellite passes, Venus/Moon altitude, and military activity checks.",5,open
823,158,narrow_event_location_or_coordinates,"Current location precision is broad_region; needed for ADS-B/satellite/weather.",5,open
826,159,event_time_or_time_window,"Needed for ADS-B, satellite passes, Venus/Moon altitude, and military activity checks.",5,open
825,159,narrow_event_location_or_coordinates,"Current location precision is broad_region; needed for ADS-B/satellite/weather.",5,open
828,160,event_time_or_time_window,"Needed for ADS-B, satellite passes, Venus/Moon altitude, and military activity checks.",5,open
827,160,narrow_event_location_or_coordinates,"Current location precision is broad_region; needed for ADS-B/satellite/weather.",5,open
